Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Saktis,84,0.8,Name/epithet requiring verification,proper_noun,"n special signs, should be worshipped along with the following: Repeated first parts, five Miirti Sa...",Part 9,Page 300,67.2,Sa
Siddha,84,0.8,Name/epithet requiring verification,divine_epithet,"of great pious observances addressed the prince herself. 128-130. ""Who are you? A Deva? A king? A Si...",Part 9,Page 319,67.2,S
Smrti,83,0.8,Name/epithet requiring verification,divine_epithet,acii is glorified as the Gotra-deity. The Brihmai:ias born in this family are devoted to Sruti and S...,Part 9,Page 237,66.4,S
Spirit,82,0.8,Name/epithet requiring verification,divine_epithet,ver reach his tongue or ear. 28-31. The sage later on died and immediately became a Pisiica (Evil Sp...,Part 7,Page 79,65.60000000000001,S
Scrupulously,81,0.8,Name/epithet requiring verification,divine_epithet,", study of the Vedas, libations to the ances- tors and the worship of cows'l gods and guests. 24. Sc...",Part 9,Page 338,64.8,S
Siidras,81,0.8,Name/epithet requiring verification,divine_epithet,"e kept apart for the Gotra deity. When a son is born, the merchant makes it twice of that. To the Si...",Part 9,Page 247,64.8,S
Swan,80,0.8,Name/epithet requiring verification,divine_epithet,") and Anantla (bliss). Obeisance to you, 0 Hirar;iyagarbha. Obeisance to you always, 0 Lord having S...",Part 20,Page 302,64.0,S
Sanatkumara,80,0.8,Name/epithet requiring verification,divine_epithet,is the most excellent of all pious practices unto all living beings. It is enjoined by the Vedas. Sa...,Part 9,Page 367,64.0,Sa
Siti,80,0.8,Name/epithet requiring verification,divine_epithet,a period of fourteen months and ten days. Rima began to rule the kingdom in his forty-second year. S...,Part 9,Page 171,64.0,S
Surely,78,0.8,Name/epithet requiring verification,divine_epithet,", I have been wicked! Many living beings were killed by me. Even Lord Mahadeva was censured by me. S...",Part 16,Page 137,62.400000000000006,S
Srutis,77,0.8,Name/epithet requiring verification,divine_epithet,"e second deity is Yak,il)i. Those born iri this Gotra are scholars engaged in rites laid down in Sru...",Part 9,Page 229,61.6,S
Succinctly,77,0.8,Name/epithet requiring verification,divine_epithet,"worship Hf$Ikeia. the Lord of Devas, with great devotion with the mind fully centred on the Lord. Su...",Part 6,Page 194,61.6,S
Sura,76,0.8,Name/epithet requiring verification,proper_noun,"iest, read it out. He strictly adheres(-ed) to the code of good conduct and holy observances. Sri Su...",Part 8,Page 376,60.8,S
Swans,76,0.8,Name/epithet requiring verification,divine_epithet,he peak of that mountain in order to grant boons unto Taraka. 46. Seated in his chariot drawn by Swa...,Part 2,Page 140,60.8,S
Salt,74,0.8,Name/epithet requiring verification,proper_noun,"39, 1046, 1047 Saligrama worship 1043 Salihotras 465 Sallaka 966 Salmali 1109 Salmalikii~ 985 Salt 7...",Part 18,Page 479,59.2,Sa
Sudarsana,72,0.8,Name/epithet requiring verification,proper_noun,"at sage named Ahirbudhnya2 who had fulfilled his religious vows, perf armed penance and worshipped S...",Part 8,Page 155,57.6,S
Sanaka,71,0.8,Name/epithet requiring verification,divine_epithet,"ev as and got satisfaction. These disciples, I and other sages, royal sages, the celestial saints Sa...",Part 9,Page 268,56.8,Sa
Suka,70,0.8,Name/epithet requiring verification,divine_epithet,". 1be devotee should with single-minded devotion think about Prahlida, Nirada, Vyisa, Arilbarita, Su...",Part 8,Page 355,56.0,S
Sandhya,70,0.8,Name/epithet requiring verification,proper_noun,ater with purified intellect. He should be delighted in his mind. If any man does not perform his Sa...,Part 8,Page 372,56.0,Sa
Characteristic,70,0.8,Name/epithet requiring verification,divine_epithet,"of 78 Cakrapu~lcari~ 131, 135 Cakratirtha7,SO, 134 Campaka49, 51, 63 Censured, gift by the 126 Chara...",Part 4,Page 238,56.0,Cha
Cakra,70,0.8,Name/epithet requiring verification,divine_epithet,re vanquished by the I. The deities in this Mihitmya always have the suffix Hari. VV 10-11 mention C...,Part 7,Page 185,56.0,Cha
Sthina,69,0.8,Name/epithet requiring verification,divine_epithet,the deity here. She is the giver of peace in the rites of Santi type. Thus (ends) the fifty-fifth St...,Part 9,Page 242,55.2,S
Sugriva,69,0.8,Name/epithet requiring verification,divine_epithet,"sing the ocean, I will kill the lord of Rik~asas."" After taking this vow, Rima started southwards. S...",Part 9,Page 168,55.2,S
Surya,69,0.8,Name/epithet requiring verification,divine_epithet,"in front of him, O goddess of Devas. Being highly pleased he spoke to Narada, the leading sage: Sury...",Part 20,Page 316,55.2,S
Sire,68,0.8,Name/epithet requiring verification,divine_epithet,"d, 0 Lord of Devas, 0 Lord of the universe, I shall install you (here) with my name (prefixed), 0 Si...",Part 7,Page 177,54.400000000000006,S
Sandals,67,0.8,Name/epithet requiring verification,divine_epithet,"arayal')a (th<"" primordial Narayar:ia) visualized the future task, stepped on the (Vehicle-like?) Sa...",Part 19,Page 308,53.6,Sa
Siirya,66,0.8,Name/epithet requiring verification,divine_epithet,"o visit it, 0 Moon-crested Lord. Suta said: Then all these (following) went there: Skanda, Rudra, Si...",Part 9,Page 75,52.8,S
Satakratu,66,0.8,Name/epithet requiring verification,divine_epithet,"of Death, as though he would swallow him and licking the mouth (with the tongue) frequently, Lord Sa...",Part 20,Page 286,52.8,Sa
Slain,65,0.8,Name/epithet requiring verification,divine_epithet,ted on a lion. She shone brilliantly with three folds over her navel. CHAPTER ELEVEN Maht1iisura Sla...,Part 3,Page 78,52.0,S
Sivaloka,64,0.8,Name/epithet requiring verification,divine_epithet,"its namejalaprabhisa spread over the earth. 0 goddess, by touching it, a man will be able to go to S...",Part 20,Page 130,51.2,S
Smoke,63,0.8,Name/epithet requiring verification,divine_epithet,"s), ~ (Quick-paced), Pratiatll&iiralca (Sustainer of vital airs). 15. Dhanvantari, Dhufl&IU&6tu (Smo...",Part 20,Page 277,50.400000000000006,S
Samba,63,0.8,Name/epithet requiring verification,proper_noun,"VI.I.!08.1-10 681 to Samba. Therefore, formerly Vifl)U became famous by the name Apara. A devotee sh...",Part 20,Page 320,50.400000000000006,Sa
Svara,63,0.8,Name/epithet requiring verification,divine_epithet,"Lord, 0 goddess of Devas. He obtained Giindharoa (proficiency in music) embellished with the seven S...",Part 19,Page 291,50.400000000000006,S
Saci,62,0.8,Name/epithet requiring verification,divine_epithet,"dharmi. He could get no sleep, no happiness, no tranquillity. 35-36. Then the lord and consort of Sa...",Part 9,Page 25,49.6,Sa
Smara,61,0.8,Name/epithet requiring verification,divine_epithet,"top, stop. Where do you intend to go? Come and embrace me and enjoy me tormented inordi- nately by S...",Part 9,Page 326,48.8,S
Slave,61,0.8,Name/epithet requiring verification,divine_relation,"6fn Siva, service rendered unknowingly to 63 Siva, worship of 96 Sivlgama 113 Sivayogins 109 Slave, ...",Part 3,Page 200,48.8,S
Capital,61,0.8,Name/epithet requiring verification,divine_epithet,nd Varuf_la (chapter 12). 9. The origin of the lords of Gandhavati (Capital of Vayu) and Alaka (Capi...,Part 11,Page 460,48.8,Cha
Santi,60,0.8,Name/epithet requiring verification,divine_epithet,Yauvanasva (are the Pravaras). Santa is the deity here. She is the giver of peace in the rites of Sa...,Part 9,Page 242,48.0,Sa
Snana,59,0.8,Name/epithet requiring verification,proper_noun,"an a Prastha is not recommended. 141. Acamanfyaka should be offered with Dhupa. light, Naivedya, Sna...",Part 5,Page 188,47.2,S
Supernatural,57,0.8,Name/epithet requiring verification,divine_epithet,spouses of Devas beginning with Saci; wives of Moun- tain(-gods) like Mena (the wife of Himalaya); S...,Part 7,Page 279,45.6,S
Sagara,57,0.8,Name/epithet requiring verification,divine_epithet,5. It was in this Manvantara that this ocean was dug up in all the four directions by the sons of Sa...,Part 20,Page 23,45.6,Sa
Star,57,0.8,Name/epithet requiring verification,divine_epithet,"has. The foot of Narayar.ia, the source of origin of the universe, is the support of Dhruva (Pole St...",Part 13,Page 150,45.6,S
Sida,56,0.8,Name/epithet requiring verification,divine_epithet,the trident-bearing one. Obeisance to the eternal lord worthy of being meditated upon by Yogins. Sid...,Part 8,Page 344,44.8,S
Simultaneously,56,0.8,Name/epithet requiring verification,divine_epithet,"d tore me with your claws. 0 fair one, I was brought to the presence of Lord Saligameivara by you. S...",Part 13,Page 260,44.8,S
Science,55,0.8,Name/epithet requiring verification,divine_epithet,"ing a shrine, he spoke to him with palms joined in reverence: • 'O lord, 1 am conversant with the Sc...",Part 5,Page 103,44.0,S
Somehow,55,0.8,Name/epithet requiring verification,proper_noun,alities will develop gradually. He should worship Hari in all the Tirthas with dedicated feelings. S...,Part 7,Page 184,44.0,S
Sandhyi,55,0.8,Name/epithet requiring verification,divine_epithet,restraint on his speech. He should take to the routine vows and observances. After performing the Sa...,Part 9,Page 297,44.0,Sa
Camatkarapura,54,0.8,Name/epithet requiring verification,sacred_place,"u, I may have to seek refuge in holy fire."" The Grdhra said: 205. I was a monkey in the city of Cama...",Part 18,Page 407,43.2,Cha
Sumati,54,0.8,Name/epithet requiring verification,divine_relation,s hospitable to guests. He was a worshipper of Siva and Niriya9a. That Yajfiadeva had a son named Su...,Part 8,Page 229,43.2,S
Skulls,54,0.8,Name/epithet requiring verification,divine_epithet,ra has been briefly described to you. It is destructive of all sins. CHAPTER NINE The Garland of Sku...,Part 19,Page 66,43.2,S
Sitta,53,0.8,Name/epithet requiring verification,divine_epithet,e. He is also the vital essence of the Lotus-born (Brahma). Why did he resort to Prabhasa ~etra? Sit...,Part 19,Page 70,42.400000000000006,S
Slay,53,0.8,Name/epithet requiring verification,divine_epithet,"the sole protection unto us. 48. Save, save, 0 great goddess. Protect, protect, 0 great goddess. Sla...",Part 9,Page 123,42.400000000000006,S
Sanctify,52,0.8,Name/epithet requiring verification,divine_epithet,"his entire universe consisting of mobile and immobile beings has you alone for its refuge, 0 Lord. S...",Part 5,Page 241,41.6,Sa
Saiva,52,0.8,Name/epithet requiring verification,proper_noun,the performance of penance by Plrvati. The procedure of Siva-worship as detailed here is based on Sa...,Part 3,Page 163,41.6,Sa
Salva,52,0.8,Name/epithet requiring verification,divine_relation,y shall be cJean and free from impurities. For the populari1.&tion of the cult and conventions of Sa...,Part 3,Page 56,41.6,Sa
SEVENTEEN,58,0.7,Name/epithet requiring verification,divine_epithet,"thes, ornaments, flowers, incense, lamps and presents like a good husband by a good wife. CHAPTER SE...",Part 6,Page 278,40.6,Se
Somesa,50,0.8,Name/epithet requiring verification,divine_epithet,"Linga at the centre of the ~etra is worshipped knowing (or in the belie0 that it is Somesa, Lord Som...",Part 20,Page 404,40.0,S
Showers,50,0.8,Name/epithet requiring verification,divine_epithet,"re every night for visiting the Lord, is superhuman. Different kinds of prayerful words are heard. S...",Part 5,Page 42,40.0,S
Swords,50,0.8,Name/epithet requiring verification,divine_epithet,"ious kinds of weapons were hurled. 0 great goddess, many vomited much blood for the sake of gold. Sw...",Part 13,Page 31,40.0,S
Saturn,49,0.8,Name/epithet requiring verification,sacred_place,arls) and the name is Loka• trayalrita ('the Support of the three worlds'). Sani (i.e. the planet Sa...,Part 2,Page 121,39.2,Sa
Slcantla,49,0.8,Name/epithet requiring verification,divine_epithet,"608 Slcantla Puni~a Divakara, the Sun-god, the Lord of Devas, was installed on the banks of a river ...",Part 20,Page 247,39.2,S
Spear,48,0.8,Name/epithet requiring verification,divine_epithet,"On seeing his army stripped of all their weapons, Durga, the great Asura, seized a burning Sakti (Sp...",Part 11,Page 228,38.400000000000006,S
Sarayii,48,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,"lk garments and different kinds of fine fabrics to Lord Ramanatha. Ganga, the meritorious Yamuna, Sa...",Part 8,Page 325,38.400000000000006,Sa
Sattra,48,0.8,Name/epithet requiring verification,divine_epithet,"The sages bowed to him and eulogized him. The sages said: 6b-9. 0 holy lord, at the time of the Satt...",Part 9,Page 151,38.400000000000006,Sa
Chapters,47,0.8,Name/epithet requiring verification,divine_epithet,"ere unto Devas, that great Sakti which pervades the entire universe incarnates on the earth. 1,. Cha...",Part 17,Page 218,37.6,Cha
Saunaka,47,0.8,Name/epithet requiring verification,divine_epithet,"the race of Kama (god of Love). Thanks to th~ greatness of the Tinha. Srf Suta said: 60. Thus, 0 Sau...",Part 4,Page 139,37.6,Sa
Sayujya,47,0.8,Name/epithet requiring verification,divine_epithet,"iva is pleased with him. 204. He who reads or listens to this excellent glory four times, attains Sa...",Part 8,Page 374,37.6,Sa
Satyaloka,47,0.8,Name/epithet requiring verification,divine_epithet,"then, he gave up his life and went to the firmament above. 22. Then the Devas who had come from Saty...",Part 9,Page 92,37.6,Sa
Skandal,47,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",sacred_place,81 water from Tirtha 53 wealth acquired by justifiable means 53 wcanna lhc fruit of Dhltrf 118 Skand...,Part 6,Page 311,37.6,S
Suklatirtha,47,0.8,Name/epithet requiring verification,proper_noun,"aga, the excellent benefit from Trivei,i, the greatness of the sacred place at Prayiga and that of S...",Part 9,Page 193,37.6,S
Surabhi,46,0.8,Name/epithet requiring verification,divine_epithet,"it be so"" (and went away). 45b. Then lord Niriyai:ia spoke to Mudgala: 46-49a. ""With the milk of Sur...",Part 8,Page 256,36.8,S
Shadow,46,0.8,Name/epithet requiring verification,divine_epithet,"t-d (by me)."" lfoara said: 132-134. On seeing the Lord of the Day ready to curse the Reflection (Sha...",Part 19,Page 86,36.8,Sha
Sanctifier,45,0.8,Name/epithet requiring verification,divine_epithet,"ot-warriors), (33) Riijnlpati1 (Lord of kings?), (34) Svar1.1aretas (Gold-semcned), (35) Pu1an (Sanc...",Part 2,Page 410,36.0,Sa
Camatkirapura,45,0.8,Name/epithet requiring verification,divine_epithet,"dly"". Sikambht1ri said: 42-43. 0 goddess, there are sixty-four groups of the Mothers settled in Cama...",Part 17,Page 282,36.0,Cha
Subhadra,45,0.8,Name/epithet requiring verification,divine_epithet,SkandaPurlna • vilion with face to the South and seated in the chariot along with Balarima and Subha...,Part 5,Page 217,36.0,S
Seer,44,0.8,Name/epithet requiring verification,divine_epithet,"the ntes. It bestows all the Sirldhis. 4. It is white in colour. Madhucchandas i1, (its) sage (Seer)...",Part 18,Page 341,35.2,Se
Sivaratri,44,0.8,Name/epithet requiring verification,divine_epithet,"weapons, the pil- grim should perform rites like offering balls of rice etc., particularly on the Si...",Part 20,Page 59,35.2,S
Svanaya,44,0.8,Name/epithet requiring verification,divine_epithet,time serving the Lord of VedaraQya who bestows worldly pleasures and salvation. The saintly King Sva...,Part 8,Page 123,35.2,S
Scholars,44,0.8,Name/epithet requiring verification,divine_epithet,"n gods Asvins, Yak~as, Pisacas, Sadhyas, Pitrs (Manes) and Guhyakas were born. Then were born the Sc...",Part 9,Page 74,35.2,S
Stupid,44,0.8,Name/epithet requiring verification,divine_epithet,deluded excellent men conversant with reality. 5. Wonderful indeed is the activity of the Lord. Stup...,Part 7,Page 87,35.2,S
Svaha,43,0.8,Name/epithet requiring verification,divine_epithet,"m~as. 151-152. You are born fron1 the splendour of Rudra, the goddess (Parvati), Ganga, Krttikas, Sv...",Part 2,Page 281,34.4,S
Smilingly,42,0.8,Name/epithet requiring verification,divine_epithet,the Lord whose eyes were bedimmed with tears of joy displaying the state of enjoy• ment of bliss. Sm...,Part 19,Page 28,33.6,S
Slranda,41,0.8,Name/epithet requiring verification,divine_epithet,"52 Slranda Pum,a Hiiakesvara by means of dust particles. It is a place where Lord Hara is present hi...",Part 16,Page 43,32.800000000000004,S
Sani,41,0.8,Name/epithet requiring verification,divine_epithet,nt-head of this god is a substitution for the original head which fell down due to the evil eye of S...,Part 2,Page 233,32.800000000000004,Sa
Sudras,41,0.8,Name/epithet requiring verification,divine_epithet,". At the behest of the king, they went to the Brihmai:ia-colony for preventing them. Some of the Sud...",Part 9,Page 206,32.800000000000004,S
Satya,40,0.8,Name/epithet requiring verification,divine_epithet,blished by the Dev as for the sake of general protection. Only from then has that city been named 'S...,Part 9,Page 93,32.0,Sa
Sadhyas,40,0.8,Name/epithet requiring verification,proper_noun,"a and others, Sanaka and other noble-souled ones attend and worship seated there. So also sages, Sad...",Part 9,Page 266,32.0,Sa
Sands,40,0.8,Name/epithet requiring verification,divine_epithet,"118 Sanandana 118 Sanitana 118 Sanatkumira 234, 255 Sar:ujilya 222, 225 Sands, 10tden 85, 90 Sands, ...",Part 5,Page 276,32.0,Sa
Sthana,40,0.8,Name/epithet requiring verification,divine_epithet,glorified as the family deity here. Thus (ends) the forty-fifth Sthina. 244-24 7. The forty-sixth St...,Part 9,Page 240,32.0,S
Snow,39,0.8,Name/epithet requiring verification,divine_epithet,"gion of the three worlds became filled with flames. 82. On account of that cluster of flames, the Sn...",Part 2,Page 160,31.200000000000003,S
Sunda,38,0.8,Name/epithet requiring verification,divine_epithet,738 Sunda Puni~a 37. Lord Rudra will burn down the three worlds along with the mobiles and immobiles...,Part 20,Page 377,30.4,S
Sraddhas,37,0.8,Name/epithet requiring verification,divine_epithet,"sages in view, it is as good as the performance of Vedic studies, of sacrifices and of a hundred Sra...",Part 7,Page 131,29.6,S
Somanatha,37,0.8,Name/epithet requiring verification,divine_epithet,"Bilesvara there, one will acquire all cherished desires. CHAPTER TWO HUNDRED NINETY Greatness of Som...",Part 20,Page 292,29.6,S
Signs,36,0.8,Name/epithet requiring verification,divine_epithet,ip the Lord of SoJ;tiidri in the forenoon 1. VV 30-46 list the flowers to be offered on different Si...,Part 3,Page 127,28.8,S
Sundays,36,0.8,Name/epithet requiring verification,proper_noun,"nd worships the L~rd, he reaches the region of Brahman. 128b-131. When the new-moon day occurs on Su...",Part 9,Page 267,28.8,S
Sangama,36,0.8,Name/epithet requiring verification,proper_noun,"tres). This holy spot is the bestower of all desired objects. 126. Thus, this sacred Mahi-Sagara-San...",Part 2,Page 578,28.8,Sa
