Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Sakalya,28,0.8,Name/epithet requiring verification,divine_epithet,"74 Skanda Purlfa Kalyapa said: 63-67. 9 Sakalya, 0 favourite of Hari, 0 holy lord conver- sant with ...",Part 4,Page 83,22.400000000000002,Sa
Sama,26,0.8,Name/epithet requiring verification,divine_epithet,"21. I S-24 173 15. You are Buddhi and I am Rija-Rija (i.e. Supreme sove- reign, Kubera?). You are Sa...",Part 3,Page 177,20.8,Sa
Sari,26,0.8,Name/epithet requiring verification,divine_epithet,"untainous region (nc-ar the source of Yamun.i). 221. Savan)i, the highly t""stct•mf""d son of Chaya Sa...",Part 19,Page 94,20.8,Sa
Sastras,26,0.8,Name/epithet requiring verification,divine_epithet,"son. On being told thus, Lord Rama said to those sages. Rama said: 33-39. 0 pious believers (in Sast...",Part 8,Page 135,20.8,Sa
Sara,26,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,"arned Guha was crowned as the overlord of goblins, ghosts and van1pires on the banks of the river Sa...",Part 2,Page 457,20.8,Sa
Sadisiva,26,0.8,Name/epithet requiring verification,divine_epithet,"als, fear from poison, ailments and the distress due to malignant Planets. Orn, obeisance to Lord Sa...",Part 9,Page 345,20.8,Sa
Satarudriya,25,0.8,Name/epithet requiring verification,proper_noun,"bath in accor- dance with the injunctions, worships Siddhanatha and repeat- edly recites the Mantra ...",Part 20,Page 309,20.0,Sa
Salagrama,25,0.8,Name/epithet requiring verification,divine_epithet,"by those of sages. 0 Madhavi, I shall describe the chief ones among these accu- rately. Listen: Sala...",Part 4,Page 15,20.0,Sa
Sahya,25,0.8,Name/epithet requiring verification,divine_epithet,"ths passed by, when you continued to be vicious. 29. In the tenth birth you were a hunter on the Sah...",Part 7,Page 83,20.0,Sa
Sahara,25,0.8,Name/epithet requiring verification,proper_noun,"e Sabari of firm resolve, entered the blazing fire and was reduced to ash in a moment. 47. That Saha...",Part 9,Page 374,20.0,Sa
Sabara,24,0.8,Name/epithet requiring verification,sacred_place,"e had been accompanied by some servants too. 13. In the course of hunting his servant, a certain Sab...",Part 9,Page 372,19.200000000000003,Sa
Sangamesvara,21,0.8,Name/epithet requiring verification,divine_epithet,ra. Those men who take their bath at the confluence well-known throughout the world and view Lord Sa...,Part 20,Page 237,16.8,Sa
Sarnga,21,0.8,Name/epithet requiring verification,divine_epithet,"es of beauty. Then was born Godd!ss Wine, the goddess that inebriates all. 14. Then came out the Sar...",Part 7,Page 273,16.8,Sa
Sankar,21,0.8,Name/epithet requiring verification,divine_epithet,n the ocean of wonder. 14. The king regarded that the Vyuhas (manifestations) such as Vasudeva (Sank...,Part 7,Page 358,16.8,Sa
Sank,20,0.8,Name/epithet requiring verification,divine_epithet,"o t·xn·,.., ot dt'light and prayed for a boon. 71-73. 0 Lord o( Devas, 0 Lord of the umverst', 0 San...",Part 11,Page 350,16.0,Sa
Samudra,20,0.8,Name/epithet requiring verification,divine_epithet,by means of the pots kept ready with per- fumed water duly consecrated by repetition of the Mantra S...,Part 5,Page 195,16.0,Sa
Satyamandira,20,0.8,Name/epithet requiring verification,divine_epithet,"by Brahma, Vi~r,u, Siva and others, the lords of Devas. It was (called) Dharmara.,ya in Kftayuga, Sa...",Part 9,Page 250,16.0,Sa
Samkalpa,19,0.8,Name/epithet requiring verification,proper_noun,"Accept in the company of Parvati, the worship performed by me unto you."" 30. After uttering the Samk...",Part 9,Page 299,15.200000000000001,Sa
Samidhi,19,0.8,Name/epithet requiring verification,divine_epithet,ourage through Dhira:Q.i and the vision of God through Samidhi. 9S. One attains salvation through Sa...,Part 10,Page 466,15.200000000000001,Sa
Sarasvata,19,0.8,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,iilukalinga ('Linga made of sand') repeat- ing the name Varada ('Bestower of boons') of Hara. 163. S...,Part 2,Page 122,15.200000000000001,Sa
Saivism,18,0.8,Name/epithet requiring verification,divine_epithet,1ed as the supreme Lord. Why then have you pointed out a defect in regard to his initiation (into Sa...,Part 18,Page 439,14.4,Sa
Satrughna,18,0.8,Name/epithet requiring verification,proper_noun,of their father to heaven. Rima consoled Bharata and made him (agree) to return. Then Bharata and Sa...,Part 9,Page 166,14.4,Sa
Sanatlcumara,18,0.8,Name/epithet requiring verification,divine_epithet,"ess is assured? 0 holy Sir, tell this to me for the sake of the welfare of all embodied beings."" San...",Part 12,Page 172,14.4,Sa
Samaveda,18,0.8,Name/epithet requiring verification,proper_noun,"fruits should be offered uttering the Mula Man- tra. The devotee should worship ~eda, Y~jurveda and ...",Part 19,Page 360,14.4,Sa
Sanatkumira,17,0.8,Name/epithet requiring verification,divine_epithet,"aled from all Ii ving beings. 72. After saying this, holy Lord Rudra vanished there itself. Sage San...",Part 9,Page 370,13.600000000000001,Sa
Samvarta,17,0.8,Name/epithet requiring verification,divine_relation,"has entered the sacred fire instantly. 0 leading Brahma.r:ia, we do not know the reason thereof. Sam...",Part 18,Page 422,13.600000000000001,Sa
Sarhsara,16,0.8,Name/epithet requiring verification,divine_epithet,- tor of sages. Niirada said: 2. The Kriyi-Yoga bestowing the great fruit (i.e. liberation from Sarh...,Part 7,Page 352,12.8,Sa
Sathbhu,16,0.8,Name/epithet requiring verification,divine_epithet,"you. Taraka, the enemy of Devas, can be killed only thus. My word cannot be otherwise. So, 0 lord Sa...",Part 1,Page 202,12.8,Sa
Sanandana,16,0.8,Name/epithet requiring verification,divine_epithet,"ve resorted to Pravrtta Dharma (should) worship that very Lord. 29-30. Sana, Sanatsujita, Sanaka, Sa...",Part 7,Page 244,12.8,Sa
Sahasra,16,0.8,Name/epithet requiring verification,divine_epithet,na Sistri Anjarlekar (K.B. Davale Pub. Bombay) pp. 46-.S I give the following procedure for this: Sa...,Part 7,Page 172,12.8,Sa
Sala,15,0.8,Name/epithet requiring verification,divine_epithet,"folia), divine trees, Ficus infec:toria, Banyan trees, Kiril~uka and sandal trees, Vatica robusta, S...",Part 7,Page 247,12.0,Sa
Salmali,15,0.8,Name/epithet requiring verification,proper_noun,"5 Salakarman 548 Saligrarna 839, 1046, 1047 Saligrama worship 1043 Salihotras 465 Sallaka 966 Salmal...",Part 18,Page 479,12.0,Sa
Sana,15,0.8,Name/epithet requiring verification,divine_epithet,s of life- all those who have resorted to Pravrtta Dharma (should) worship that very Lord. 29-30. Sa...,Part 7,Page 244,12.0,Sa
Santa,15,0.8,Name/epithet requiring verification,divine_epithet,"and engaged in ritualistic duties. Angirasa, Arhbari~a and the next Yauvanasva (are the Pravaras). S...",Part 9,Page 242,12.0,Sa
Sarilbara,15,0.8,Name/epithet requiring verification,divine_epithet,ya is situated within a distance of only five Gavyii.tis to the east of Devakula in the middle of Sa...,Part 20,Page 328,12.0,Sa
Sarilsira,15,0.8,Name/epithet requiring verification,divine_epithet,t is that God Siva who bestows (the favour of) crossing the impassable ocean of worldly existence (S...,Part 9,Page 21,12.0,Sa
Sarni,15,0.8,Name/epithet requiring verification,divine_epithet,"nes and gods, they become pleased. If a man offers a ball of rice (even) of the size of a leaf of Sa...",Part 9,Page 38,12.0,Sa
Saka,19,0.6,Name/epithet requiring verification,proper_noun,he Saka Era began in I B.C. (beginning of Kali Age 3101- 3100 Kali). If the Purina means SAlivAhana ...,Part 2,Page 364,11.4,Sa
Sahadeva,14,0.8,Name/epithet requiring verification,divine_epithet,"i(jiirya, Lord Sridaityasiidana and the great sage Markai:i<jeya. 1. Maternal uncle of Nakula and Sa...",Part 19,Page 295,11.200000000000001,Sa
SAanda,14,0.8,Name/epithet requiring verification,divine_epithet,658 SAanda Puffitaa was accompanied by Virabhadra. The great goddess is the destroyer of Daqa 's Yaj...,Part 20,Page 297,11.200000000000001,Sa
Saila,14,0.8,Name/epithet requiring verification,divine_epithet,"the Lord of the Aru.J.ta mountain. He bowed down and spoke thus: 42. ""Be pleased, 0 Lord of Sooa-Sai...",Part 3,Page 15,11.200000000000001,Sa
Saumya,14,0.8,Name/epithet requiring verification,proper_noun,rom Kusumbha. 67. Lavinga (clove) is to be taken in as destructive of all sins. In the month of Saum...,Part 17,Page 274,11.200000000000001,Sa
Sayugva,14,0.8,Name/epithet requiring verification,divine_epithet,"bly bowed down to the sage, sat near him and asked him: 87--91. ""O holy lord, are you (the Sage) Say...",Part 8,Page 175,11.200000000000001,Sa
Sarhkalpa,14,0.8,Name/epithet requiring verification,divine_epithet,"Pra1J,ilyilma. Before the deity he should remain with palms joined in reverence and then state the S...",Part 9,Page 378,11.200000000000001,Sa
Santanu,14,0.8,Name/epithet requiring verification,divine_epithet,"of mine. Skanda said: 7. When asked thus by that pious-sou led Yudhi~thira, Bhi~ma, the son of Santa...",Part 7,Page 240,11.200000000000001,Sa
Sanctum,14,0.8,Name/epithet requiring verification,divine_epithet,s. Hereafter there shall be Utpalavartikas. In the centre of the ~etra is stationed my Garbhagrha (S...,Part 19,Page 74,11.200000000000001,Sa
Sambara,14,0.8,Name/epithet requiring verification,divine_epithet,"having done his duties and contented. 2-9. Formerly, 0 goddess, Suras were defeated in battle by Sam...",Part 13,Page 272,11.200000000000001,Sa
Sarabha,14,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,". He saw on his way d~er, elephants, lions, a variety of ox called Gavaya, the eight-footed animal S...",Part 4,Page 48,11.200000000000001,Sa
Satyasandha,14,0.8,Name/epithet requiring verification,divine_epithet,battle along with his sons. 90. Then all those Brahmat:1as hailing form Gartitirtha ap- proached Sat...,Part 17,Page 118,11.200000000000001,Sa
Samadhi,13,0.8,Name/epithet requiring verification,divine_epithet,"ents and worshipped them, the Lord also did so by being immanent in all of them. 20. By means of Sam...",Part 17,Page 141,10.4,Sa
Sapi,13,0.8,Name/epithet requiring verification,divine_epithet,"east of Agastya Sthina at a distance only of two Gav,utis (Gavyuti = 3 Kms.). The holy spot named Sa...",Part 20,Page 291,10.4,Sa
Sailkha,13,0.8,Name/epithet requiring verification,proper_noun,"e conch. 0 dear one, by worshipping it he causes great delight unto me. During the worship of the Sa...",Part 6,Page 226,10.4,Sa
Sarikha,13,0.8,Name/epithet requiring verification,divine_epithet,"and plenty of refulgence. Accompanied by you, we shall go to the banks of Svamipu,karii;ii and see S...",Part 4,Page 222,10.4,Sa
Saubhigya,13,0.8,Name/epithet requiring verification,divine_epithet,"sung about by the name ""Datta"". 52. 0 Daughter of Himilaya, that fair lady obtained un- paralleled S...",Part 13,Page 230,10.4,Sa
Sankhya,13,0.8,Name/epithet requiring verification,divine_epithet,"pid, 0 Kesava. I, therefore, cherish you in my heart. Swikura said: 3. 0 Lord! The Three Vedas, Sank...",Part 7,Page 282,10.4,Sa
Sarvatirtha,13,0.8,Name/epithet requiring verification,proper_noun,"anu,1ko(i Sri Suta said: Skanda PuralJD t-3a. After taking the holy bath in the extremely sacred Sar...",Part 8,Page 197,10.4,Sa
Sabari,13,0.8,Name/epithet requiring verification,proper_noun,"Chaner issued by Rimacandra, 193 Rtukala, 47 rules regarding bath, 36 Sibari Mantra Vidyi, 192 Sabar...",Part 9,Page 417,10.4,Sa
Salera,13,0.8,Name/epithet requiring verification,divine_epithet,"ent Brlihmai:ia, J shall tell you. 54-59a. Every day, 0 Brahmar:ia. multitudes of Devas including Sa...",Part 5,Page 52,10.4,Sa
Sanctorum,13,0.8,Name/epithet requiring verification,divine_epithet,ter there shall be Utpalavartikas. In the centre of the ~etra is stationed my Garbhagrha (Sanctum Sa...,Part 19,Page 74,10.4,Sa
Sanas,13,0.8,Name/epithet requiring verification,divine_epithet,e goddess Yoganandini. She has come out from the body of the greatest Prakrti formerly. The four San...,Part 2,Page 452,10.4,Sa
Sarilvarta,12,0.8,Name/epithet requiring verification,divine_epithet,"arilvarta, 0 goddess. They remained there in the forms of deer. 5-19. Once they (the five sons of Sa...",Part 13,Page 102,9.600000000000001,Sa
Satananda,12,0.8,Name/epithet requiring verification,divine_relation,. It dispels grief. Those who serve the men who worship the soles of your feet are also blessed. Sat...,Part 8,Page 341,9.600000000000001,Sa
Saryiti,12,0.8,Name/epithet requiring verification,divine_epithet,"lture was formerly a Brihmar,a in Mithill, well- versed in the Vedas. He was well-known by the name ...",Part 6,Page 94,9.600000000000001,Sa
Saubhagya,12,0.8,Name/epithet requiring verification,divine_epithet,"llent coun- tenance, on the third lunar day in the bright half of the month of Magha, shall attain S...",Part 20,Page 20,9.600000000000001,Sa
Satyavrata,12,0.8,Name/epithet requiring verification,divine_epithet,rship the Linga. 104. There are Lingas with their names and symbols. Are all these fools and you Sat...,Part 2,Page 433,9.600000000000001,Sa
Sarhsira,12,0.8,Name/epithet requiring verification,divine_epithet,other proper means of con- trolling the mind like this in case of men desirous of liberation from Sa...,Part 7,Page 354,9.600000000000001,Sa
Salutation,12,0.8,Name/epithet requiring verification,divine_epithet,"BADARIICASRAMA-MAHATMYA CHAPTER ONB Sul""'riority of the Holy Place Badarikllrama over all Ttnhu1 Sal...",Part 6,Page 12,9.600000000000001,Sa
Sanatkumiira,12,0.8,Name/epithet requiring verification,divine_epithet,"divine and extending (in period) to seven Kalpas. 0 excellent sage, narrate to me all its names. San...",Part 12,Page 156,9.600000000000001,Sa
Santika,12,0.8,Name/epithet requiring verification,divine_epithet,"a, Sakuna, Sf1kta which has Vi~l)u for its deity, Paravata Sukta along withJivasukta and also the Sa...",Part 18,Page 86,9.600000000000001,Sa
SAantla,12,0.8,Name/epithet requiring verification,divine_epithet,"506 SAantla Pkni$a and ornaments, divine garments, divine unguents and endowed with divine knowledge...",Part 10,Page 510,9.600000000000001,Sa
Sarilsara,12,0.8,Name/epithet requiring verification,divine_epithet,"sten to the laudatory verses about others, become miserable and get sewn (bound) with the bonds of S...",Part 7,Page 285,9.600000000000001,Sa
Sankhatirtha,16,0.6,Name/epithet requiring verification,proper_noun,Gayii: Janasruti Attains Perfect Knowledge Sri Suta said: 1-5. After taking the holy ablution in San...,Part 8,Page 170,9.6,Sa
Sauca,15,0.6,Name/epithet requiring verification,proper_noun,"bhirgava 354 Satya 313,493 Satyiilga 308 Satyavrata 307, 422, 426 Saubhadra 3,4 Saubhigya 291 Sauca ...",Part 2,Page 598,9.0,Sa
Sastra,11,0.8,Name/epithet requiring verification,divine_epithet,f Pasupati (Lord Siva). Such a highly sinful activity as this is condemned in Sivasiisana. (Saiva Sa...,Part 16,Page 196,8.8,Sa
Satra,11,0.8,Name/epithet requiring verification,divine_epithet,Lord Siva continued to be alive. May that Lord Siva protect you all. 4. At the conclusion of the Sat...,Part 19,Page 13,8.8,Sa
Sarayu,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,city. At that time Sun-god also came along with Gandharvas and Apsaras. Rama touched the waters of S...,Part 7,Page 197,8.8,Sa
Samsira,11,0.8,Name/epithet requiring verification,divine_epithet,"beisance to you, 0 lord, the destroyer of the fear of worldly existence of those who are afraid of S...",Part 8,Page 336,8.8,Sa
Sada,11,0.8,Name/epithet requiring verification,divine_epithet,"hose who are well conversant with holy rites) performed the same. The divine Seven Sagei, were the S...",Part 5,Page 114,8.8,Sa
Sailesa,11,0.8,Name/epithet requiring verification,sacred_place,"Orilkara, the great eight Lirigas beginning with Dak~esvara and the fourteen Lingas beginning with S...",Part 11,Page 398,8.8,Sa
Sakinis,11,0.8,Name/epithet requiring verification,divine_epithet,"c., as well as the Riktasas. The devotee shall cause the faces of the Bhutas, Pretas, Pisacas and Sa...",Part 20,Page 107,8.8,Sa
Sannihita,11,0.8,Name/epithet requiring verification,divine_relation,"hey will get th<"" fruit of Asvamedha due to their faith and worship. 8. If, after taking bath in San...",Part 19,Page 311,8.8,Sa
Sandhyl,11,0.8,Name/epithet requiring verification,proper_noun,perform Sandhyl prayers etc. at the root of a TulasJ plant. 18. A devotee who has concl11ded the San...,Part 6,Page 224,8.8,Sa
Saras,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,"the holy spot HanumatkuQ{ja. To the west of it, 0 BrahmaQa, is the splendid lake named Vibhi~a1_1a S...",Part 7,Page 219,8.8,Sa
Sarhjiia,10,0.8,Name/epithet requiring verification,divine_epithet,"Vyasa said: 81-83. In order to reduce the severity of the refulgence of her lord, 0 eminent king, Sa...",Part 9,Page 102,8.0,Sa
Sarhvarta,10,0.8,Name/epithet requiring verification,divine_epithet,"t as well as Asal, Agastya of great splendour, the powerful Markai:i<Jeya, Jamadagni, Bharadvaja, Sa...",Part 9,Page 12,8.0,Sa
Sasin,10,0.8,Name/epithet requiring verification,divine_epithet,"ce with only fallen leaves and water constituting his diet. Due to the great- ness of that Liriga, S...",Part 19,Page 328,8.0,Sa
