Name,Song_Number_X,Song_URL,Context,Meaning,Category,Confidence_Score
Saravanai,191,https://kaumaram.com/thiru/nnt0191_u.html,", Oh Lord!paravum punam misai uRai tharu kuRa makaL paNai koL aNi mulai muzhuku panniru puya paNila saravaNai thanil muLariyil varu murukOnE: You reached the field of millet, full of praise for VaLLi,",paravum punam misai uRai tharu kuRa makaL paNai koL aNi mulai muzhuku panniru puya paNila saravaNai ...,primary_divine_name,0.80
Sivakamas,192,https://kaumaram.com/thiru/nnt0192_u.html,"his birth and after death.pasupathisi vAkyam uNarvOnE: You have the knowledge of the meaning of all SivAkamAs (Saivite Theology)pazhanimalai veetRa ruLum vElA: You chose Mount Pazhani as Your abode, O",pasupathisi vAkyam uNarvOnE: You have the knowledge of the meaning of all SivAkamAs (Saivite Theolog...,secondary_divine_name,0.60
Sivanthidave,193,https://kaumaram.com/thiru/nnt0193_u.html,rting and dancing prostitutes?kanjan vidum chakadAsuran pada venRu kurunthinil ERi mangaiyar kaNkaL sivanthidavE kalantha aru muRaiyAlE kaNdu makizhnthu azhakAy irunthu isai koNdu: He conquered and ki,kanjan vidum chakadAsuran pada venRu kurunthinil ERi mangaiyar kaNkaL sivanthidavE kalantha aru muRa...,secondary_divine_name,0.50
Swamigal,201,https://kaumaram.com/thiru/nnt0201_u.html,Great One! * 'salAm' is an Urdu word meaning 'greeting' used by Moghuls whose contemporary was our SwAmigaL. Thiru Arunagirinathar's Thiruppugazh - 201 avAmaruvu - swAmimalai ... www.kaumaram.com ...T,* 'salAm' is an Urdu word meaning 'greeting' used by Moghuls whose contemporary was our SwAmigaL,secondary_divine_name,0.30
Sivanpu,205,https://kaumaram.com/thiru/nnt0205_u.html,adiyena viLangi yAdu ...... nadarAjanazhaluRu mirumpin mEni makizhmara kathampe NAkam     ayalaNi sivanpu rAri ...... yaruLsEyEmaruvalar kaLthiNpa NAra mudiyudal nadunga Avi     maRaliyuNa venRa vElai,nadarAjanazhaluRu mirumpin mEni makizhmara kathampe NAkam     ayalaNi sivanpu rAri,secondary_divine_name,0.50
Saranendru,211,https://kaumaram.com/thiru/nnt0211_u.html,mOna nir     guNamadhu porundhi veeduRa          gurumalai viLangu nyAna saR ...... gurunAthAkumara saraNendru kUdhaLa     pudhu malar sorindhu kOmaLa          padhayugaLa pundareekam utr ...... uNarv,gurunAthAkumara saraNendru kUdhaLa     pudhu malar sorindhu kOmaLa          padhayugaLa pundareekam ...,divine_epithet,0.30
Sivasamaya,213,https://kaumaram.com/thiru/nnt0213_u.html,irumaruvu puyanayano dayirA vathakkurisi     ladiparavu pazhanimalai kathirkA mamutRuvaLar          sivasamaya aRumukava thiruvE rakaththiluRai ...... perumALE.......... Meaning .........kumara kuruba,irumaruvu puyanayano dayirA vathakkurisi     ladiparavu pazhanimalai kathirkA mamutRuvaLar          ...,secondary_divine_name,0.50
Sivasutha,214,https://kaumaram.com/thiru/nnt0214_u.html,saravaNa (SwAmimalai)kumara gurupara muruga saravaNa     guha shaNmuga kari ...... piRagAnakuzhaga sivasutha sivaya namavena     kurava naruLguru ...... maNiyE endruamudha imaiyavar thimirdha midukada,piRagAnakuzhaga sivasutha sivaya namavena     kurava naruLguru,secondary_divine_name,0.50
Sarana,216,https://kaumaram.com/thiru/nnt0216_u.html,".: Oh handsome one, MurugA of ThiruvEragam (SwAmimalai)! Thiru Arunagirinathar's Thiruppugazh - 216 saraNa kamalAlayaththai - swAmimalai ... www.kaumaram.com ...The website for Lord Murugan and His De",Thiru Arunagirinathar's Thiruppugazh - 216 saraNa kamalAlayaththai - swAmimalai,divine_epithet,0.50
Saranakamalalayaththai,216,https://kaumaram.com/thiru/nnt0216_u.html,திருப்புகழ் - சரண கமலாலயத்தை - Sri AruNagirinAthar's Thiruppugazh 216 saraNakamalAlayaththai swAmimalai - Songs of Praises and Glory of Lord Murugan - Experience the Magic of Muruga 'wikisourc,திருப்புகழ் - சரண கமலாலயத்தை - Sri AruNagirinAthar's Thiruppugazh 216 saraNakamalAlayaththai swAmima...,divine_epithet,0.50
Charana,216,https://kaumaram.com/thiru/nnt0216_u.html,azhanimalai meedh udhiththa     azhagathiru vEragaththin ...... murugOnE.......... Meaning .........charana kamalAlayaththai: At the temple of Your lotus feetarainimisha nEra mattil: at least for the ,charana kamalAlayaththai: At the temple of Your lotus feetarainimisha nEra mattil: at least for the ...,divine_epithet,0.40
Sivandhu,221,https://kaumaram.com/thiru/nnt0221_u.html,Amimalai)theruvinil nadavA madavAr     thiraNd oRukkum ...... vasaiyAlEdhinakaran ena vElaiyilE     sivandhu dhikkum ...... madhiyAlEporusilai vaLaiyA iLaiyA     madhan thodukkum ...... kaNaiyAlEpuLak,vasaiyAlEdhinakaran ena vElaiyilE     sivandhu dhikkum,secondary_divine_name,0.50
Swamimalai,226,https://kaumaram.com/thiru/nnt0226_u.html,gini are all names denoting the Goddess. Thiru Arunagirinathar's Thiruppugazh - 226 paravaridhAgi - swAmimalai ... www.kaumaram.com ...The website for Lord Murugan and His Devotees முகப்பு   அட்டவணை  ,Thiru Arunagirinathar's Thiruppugazh - 226 paravaridhAgi - swAmimalai,secondary_divine_name,0.60
Sarangalum,236,https://kaumaram.com/thiru/nnt0236_u.html,yasu vAmi malaiyila marntharuL ...... perumALE.......... Meaning .........vidamum vadivElum mathana sarangaLum vaduvu nikarAna makara nedum kuzhai viravi udan meeLum vizhikaLum: Their eyes are compara,vidamum vadivElum mathana sarangaLum vaduvu nikarAna makara nedum kuzhai viravi udan meeLum vizhikaL...,divine_epithet,0.30
