Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Camui,5,0.8,Name/epithet requiring verification,divine_epithet,"te me dircct1y, indirectly; 0 Brahmih;ti, 0 Mahcsvari, 0 Varahi, O Vinayaki, O Aindri. O Agneyi, 0 C...",Part 2,Page 543,4.0,Cha
Camul,5,0.8,Name/epithet requiring verification,divine_epithet,V .i .43.42-48 175 (worship) of Camul)<;la. After worshipping the goddess with buffaloes fit for gre...,Part 12,Page 184,4.0,Cha
Candana,6,0.6,Name/epithet requiring verification,proper_noun,"a, Srik~etra, Magoqi, Jyethaloja, Seratha, Chede, Tili, Vanoqi, Govyandali, Ka1_1tico~ali, Koheca, C...",Part 9,Page 226,3.5999999999999996,Cha
Chandogya,6,0.6,Name/epithet requiring verification,proper_noun,ns of proof or circumstantial evidence were possible. The earliest reference to Divyas is found in C...,Part 2,Page 416,3.5999999999999996,Cha
Chapten,6,0.6,Name/epithet requiring verification,proper_noun,"e your boon. Even if your desire is very difficult to be fulfilled, I shall grant it entirely. 1. Ch...",Part 16,Page 398,3.5999999999999996,Cha
Cakora,6,0.6,Name/epithet requiring verification,proper_noun,e ruddy goose (Cakravika) abandons his fe- male partner and remains silent due to fear from it. The ...,Part 9,Page 21,3.5999999999999996,Cha
Calophyllum,6,0.6,Name/epithet requiring verification,proper_noun,"Kan_likiras (Pterospermum acerifolium), Bakulas (Mimusops elengi), A,okas and excellent Punnigas (Ca...",Part 7,Page 224,3.5999999999999996,Cha
Camur,4,0.8,Name/epithet requiring verification,divine_epithet,"orn in Moiitri are mentioned (as belonging to) two Gotras, Bhiradvija and Kasyapa. The two deities C...",Part 9,Page 231,3.2,Cha
Candradityesvara,4,0.8,Name/epithet requiring verification,divine_epithet,"he Lord of Devas and attained their po- , sition as before. The men who devoutly visit Siva named Ca...",Part 13,Page 276,3.2,Cha
Candreivara,4,0.8,Name/epithet requiring verification,divine_epithet,vimuktesvara has been mentioned. Hanumatkesvara is grcaL One famous as Vimaleivara. Then the great C...,Part 12,Page 304,3.2,Cha
Candrika,4,0.8,Name/epithet requiring verification,divine_epithet,"ixteen senior Gopis. Listen to them with attention, 0 great goddess. 11-12. They are: Larilbini, Can...",Part 19,Page 378,3.2,Cha
Candringada,4,0.8,Name/epithet requiring verification,divine_relation,"worship of Siva, after leaving off the old body, she was reborn as daughter of Simantini, wife of Ca...",Part 9,Page 337,3.2,Cha
CaQc,4,0.8,Name/epithet requiring verification,divine_epithet,"lfor,ra said: 1-3. Thereafter, 0 great goddess, a pilgrim should go to the shrine well-known as CaQc...",Part 19,Page 326,3.2,Cha
CaraJ,4,0.8,Name/epithet requiring verification,divine_epithet,"erself, divine drums were sounded; celestial damsels danced; lords of Gandharvas sang; Siddhas and C...",Part 1,Page 185,3.2,Cha
Carcika,4,0.8,Name/epithet requiring verification,divine_epithet,"Index Carcika, Goddess 428 Carmamm:uJi 211 castes 68 Catul_isagara Vipik.i 156 Catuhsrotasvini Tirth...",Part 11,Page 472,3.2,Cha
Camaras,4,0.8,Name/epithet requiring verification,divine_epithet,"eJder brother of GaruQa, though seated within the chariot itself, drove the horses that had white Ca...",Part 2,Page 160,3.2,Cha
Carilpaka,4,0.8,Name/epithet requiring verification,divine_epithet,"sandal trees, Vatica robusta, Sala trees, Bread-fruit trees, ~amila (Agati grandi.flora), Ketakas, C...",Part 7,Page 247,3.2,Cha
Carita,4,0.8,Name/epithet requiring verification,divine_epithet,"days) go over. by my grace, to heaven, the abode of mt~ritorious persons. 59. Thus the wonderful Car...",Part 19,Page 75,3.2,Cha
Carmai,4,0.8,Name/epithet requiring verification,divine_epithet,":ia. Vei:iT. Yamunll, Sarasvati, Godavari, Vipisa, Narmada, Tamasli, Mahi, Kaveri. Sarayu, Sipra, Ca...",Part 6,Page 77,3.2,Cha
Caturmisya,4,0.8,Name/epithet requiring verification,proper_noun,Tirtha like ~~itirtha. 59. Even Brahma cannot recount the merits of those sacred men who perform Cat...,Part 6,Page 39,3.2,Cha
Chandoga,4,0.8,Name/epithet requiring verification,proper_noun,"t into the sacred fire. These are the three ways of disposal. 45. In a Sriddha, one should feed a Ch...",Part 20,Page 162,3.2,Cha
Candroda,5,0.6,Name/epithet requiring verification,proper_noun,"s and they dance: ""This scion (of our family) will perform Tarpal)a unto us in the holy waters of Ca...",Part 10,Page 146,3.0,Cha
Candrakinta,5,0.6,Name/epithet requiring verification,proper_noun,"akraffnha. 12, 17, 18,26,34,38,43,S3, 64,144,145,148,346 Can4akolihala, 230 CancJalcopa, 49. 50 Cand...",Part 8,Page 379,3.0,Cha
Caturmiisya,5,0.6,Name/epithet requiring verification,proper_noun,on to him who eats on it. 5. This tree if adored regularly with milk or water on Sundays during Catu...,Part 18,Page 290,3.0,Cha
Chambal,5,0.6,Name/epithet requiring verification,proper_noun,"ar Madura, Tamil Nadu), Vitasta (Jhclum). Nirvindhya (Kali-Sindh in Malva), Surasa. Carmai:ivati (Ch...",Part 7,Page 277,3.0,Cha
Candrailgada,5,0.6,Name/epithet requiring verification,proper_noun,"d of serpents. You may soon abdicate the throne with no further hesitation. If not, the arrows of Ca...",Part 9,Page 320,3.0,Cha
Caturma,3,0.8,Name/epithet requiring verification,divine_epithet,e is the bestower of salvation. 11. By seeing the Lord on a single day during these four months (Cat...,Part 5,Page 219,2.4000000000000004,Cha
Caturnada,3,0.8,Name/epithet requiring verification,sacred_place,they Oew in the sky and frisked about in the courtyard of the temple. They took their bath in the Ca...,Part 13,Page 168,2.4000000000000004,Cha
Caturvaktra,3,0.8,Name/epithet requiring verification,divine_epithet,nd the name of the Lord now is Somanatha. 20. Hereafter when the future Brahma will be known as Catu...,Part 19,Page 57,2.4000000000000004,Cha
Caturvidyas,3,0.8,Name/epithet requiring verification,divine_epithet,"ighteousness). What can the sinful, so-called wicked Kali, do?"" All those three (gods) called the Ca...",Part 9,Page 225,2.4000000000000004,Cha
Chat,3,0.8,Name/epithet requiring verification,proper_noun,to the aerial chariot. Bein& eulogized by Suras. he rose into the firmament. 31. Ever since lhen Cha...,Part 6,Page 48,2.4000000000000004,Cha
Candrangada,3,0.8,Name/epithet requiring verification,divine_epithet,350 Skanda Pural')a The queen said: 71. I request that my father Candrangada and my mother Simantini...,Part 9,Page 359,2.4000000000000004,Cha
Canopus,3,0.8,Name/epithet requiring verification,divine_epithet,control one's sense- organs. He should visit Lord Agastyesvara at the time of the rise of Agastya (C...,Part 12,Page 155,2.4000000000000004,Cha
Cany,3,0.8,Name/epithet requiring verification,divine_epithet,"49-11.ii.16.6 93 49. ••oo not be worried, 0 king. I shall come within the range of your vision. Cany...",Part 5,Page 102,2.4000000000000004,Cha
Carcita,3,0.8,Name/epithet requiring verification,divine_epithet,ped along with thirty-three crores of goddesses. 49. Another great Durga stationed there (named) Car...,Part 2,Page 454,2.4000000000000004,Cha
Caritpakivati,3,0.8,Name/epithet requiring verification,divine_epithet,"he Yajiiavariha (Lord Vifl)U in the form of a boar). Thereafter, 0 king, you will see the city of Ca...",Part 13,Page 175,2.4000000000000004,Cha
Catul,3,0.8,Name/epithet requiring verification,divine_epithet,"Index Carcika, Goddess 428 Carmamm:uJi 211 castes 68 Catul_isagara Vipik.i 156 Catuhsrotasvini Tirth...",Part 11,Page 472,2.4000000000000004,Cha
Caturdafi,3,0.8,Name/epithet requiring verification,sacred_place,"ssed on thus in that excellent city, once I went to a beautiful temple of ~iva. 16. On the great Cat...",Part 9,Page 281,2.4000000000000004,Cha
Caturdanta,3,0.8,Name/epithet requiring verification,divine_epithet,"a, Goddess 428 Carmamm:uJi 211 castes 68 Catul_isagara Vipik.i 156 Catuhsrotasvini Tirtha 271 Caturd...",Part 11,Page 472,2.4000000000000004,Cha
Caitya,3,0.8,Name/epithet requiring verification,sacred_place,"460 SlantlaPuftitul flies and mosquitoes, in a Caitya (rustic temple overhung by trees) nor in quadr...",Part 10,Page 464,2.4000000000000004,Cha
Cakoras,3,0.8,Name/epithet requiring verification,divine_epithet,"Siddhas, Carar,tas, Gandharvas and Kinnaras. The chirping sounds of parrots, cuckoos, ruddy geese, C...",Part 13,Page 63,2.4000000000000004,Cha
Camalkirapura,3,0.8,Name/epithet requiring verification,proper_noun,d lhe mc1dents (may be imaginary) in the Rima story around the sacred spots (deities and nnhas) in C...,Part 16,Page 383,2.4000000000000004,Cha
Camatkarapur,3,0.8,Name/epithet requiring verification,divine_epithet,"here with ample supply of cash and garments, I propitiated the exceWent Liliga in~talled by nw in Ca...",Part 18,Page 397,2.4000000000000004,Cha
Camatkari,3,0.8,Name/epithet requiring verification,divine_epithet,"264 CHAPTER SIXTYFOUR Greatness of Camatkari Durga Suta said: Slunatla PurafJ,IJ 1-3. The great godd...",Part 16,Page 275,2.4000000000000004,Cha
Candi,3,0.8,Name/epithet requiring verification,divine_epithet,wives to the place where Lord Mahes- vara was sitting surrounded by Pramathas and attended upon by C...,Part 1,Page 225,2.4000000000000004,Cha
Candrabhiga,3,0.8,Name/epithet requiring verification,divine_epithet,"as and rivers,1 viz. Vara1,1asi, Kuruk~etra, Ganga, Reva, Sarasvati. Tapi, Payo~:r.ti, Nirvindhya, C...",Part 2,Page 111,2.4000000000000004,Cha
Candraditya,3,0.8,Name/epithet requiring verification,divine_epithet,Henceforth I shall describe another deity well-known all over the three worlds. It is renowned as Ca...,Part 12,Page 108,2.4000000000000004,Cha
Cacai,3,0.8,Name/epithet requiring verification,divine_epithet,". Listen, you excellent king. Visvamitra, Devarita and Udala-these three are declared (as Sages). Ca...",Part 9,Page 230,2.4000000000000004,Cha
Catu,4,0.6,Name/epithet requiring verification,proper_noun,Ere long he will be liberated from ailments. There is no doubt about it. 40. The next Tlrtba is Catu...,Part 6,Page 49,2.4,Cha
Caritra,4,0.6,Name/epithet requiring verification,sacred_place,"in Korikai,a and Tipana in Vindhya mountain. 27. (I bow to) Tvath' in Ki.imira, Ratnasambhava in Car...",Part 20,Page 46,2.4,Cha
CaraQas,4,0.6,Name/epithet requiring verification,proper_noun,"of Se~a. 99. There he stood motionless like SthaQu (a fixed pillar) and vowed ""I will kill those Car...",Part 19,Page 209,2.4,Cha
Candraprabha,4,0.6,Name/epithet requiring verification,divine_relation,joined upon his daughter. 18. The noble-souled one declared that everyone who took food in his (Cand...,Part 18,Page 82,2.4,Cha
Candragupta,4,0.6,Name/epithet requiring verification,proper_noun,d BdP. Some scholars identify him with King Vitouvardhana (Yasovarman) of Mand- sore and some with C...,Part 2,Page 366,2.4,Cha
Campi,4,0.6,Name/epithet requiring verification,proper_noun,"iga, Kinkirita, sweet-scented Nigakesara, the flowers of Malliki, Utpala, Paiala, Pirijita, Ciita, C...",Part 20,Page 266,2.4,Cha
Calcutta,4,0.6,Name/epithet requiring verification,proper_noun,"pettah lfoJh Road, Mylaporc, Madras 600 004 16 St. Mark's Road. Bangalore 560 OCH 8 Camac Street. Ca...",Part 9,Page 7,2.4,Cha
Cakrahrada,3,0.6,Name/epithet requiring verification,proper_noun,249 Brahmesvara 17 Bnihmi 207 Brhaspatisvara L1nga 42 J Buddhi 128 Caitraratha Linga 428 Cakrahrada ...,Part 11,Page 471,1.7999999999999998,Cha
Cakratirtba,3,0.6,Name/epithet requiring verification,proper_noun,you mentioned that there was an exceedingly meritorious Tirtba named Vetilavarada to the south of Ca...,Part 8,Page 65,1.7999999999999998,Cha
Cakravaka,3,0.6,Name/epithet requiring verification,divine_relation,"ce was resonant with th~ chirping sounds of \'arious kinds of birds such as Ha1nsa, Karas:ic_lava, C...",Part 19,Page 141,1.7999999999999998,Cha
Cakravika,3,0.6,Name/epithet requiring verification,divine_relation,y the female doves thinking that a person who is in meditation will be disturbed. The ruddy goose (C...,Part 9,Page 21,1.7999999999999998,Cha
Cakresa,3,0.6,Name/epithet requiring verification,proper_noun,"i became well-known a,; Mai:,iikarnika 109 Cakrapuskaril)i Tirtha 333, 381 Cakra Tirrha 62, 327 Cakr...",Part 11,Page 471,1.7999999999999998,Cha
Cakrins,3,0.6,Name/epithet requiring verification,proper_noun,dor of liquor) is on a par with ten Silntis. A Dhvajin (distiller of spirits) is on a par with ten C...,Part 20,Page 240,1.7999999999999998,Cha
Camara,3,0.6,Name/epithet requiring verification,proper_noun,"for a fight with Mahi~, che Asura. 62-64. She slew Pracao4a with the edge of the circular wheel, Cam...",Part 3,Page 170,1.7999999999999998,Cha
Campakas,3,0.6,Name/epithet requiring verification,proper_noun,"aravira, lotus, varieties of jasmine (Mandira, Milati) etc. as well as groves or basil plants and Ca...",Part 4,Page 60,1.7999999999999998,Cha
Camuo,3,0.6,Name/epithet requiring verification,proper_noun,ade Durmulcha immediately short of life with her thunderbolt. With the edge of her circular discus C...,Part 3,Page 169,1.7999999999999998,Cha
